;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;88
1-2-3-5-4;88
1-2-4-3-5;80
1-2-5-3-4;80
1-2-4-5-3;81
1-2-5-4-3;81
1-3-2-4-5;89
1-3-2-5-4;89
1-4-2-3-5;87
1-5-2-3-4;87
1-4-2-5-3;88
1-5-2-4-3;88
1-3-4-2-5;81
1-3-5-2-4;81
1-4-3-2-5;85
1-5-3-2-4;85
1-4-5-2-3;77
1-5-4-2-3;77
1-3-4-5-2;79
1-3-5-4-2;79
1-4-3-5-2;83
1-5-3-4-2;83
1-4-5-3-2;77
1-5-4-3-2;77
2-1-3-4-5;98
2-1-3-5-4;98
2-1-4-3-5;90
2-1-5-3-4;90
2-1-4-5-3;91
2-1-5-4-3;91
3-1-2-4-5;101
3-1-2-5-4;101
4-1-2-3-5;102
5-1-2-3-4;102
4-1-2-5-3;100
5-1-2-4-3;100
3-1-4-2-5;91
3-1-5-2-4;91
4-1-3-2-5;95
5-1-3-2-4;95
4-1-5-2-3;91
5-1-4-2-3;91
3-1-4-5-2;91
3-1-5-4-2;91
4-1-3-5-2;97
5-1-3-4-2;97
4-1-5-3-2;94
5-1-4-3-2;94
2-3-1-4-5;92
2-3-1-5-4;92
2-4-1-3-5;90
2-5-1-3-4;90
2-4-1-5-3;91
2-5-1-4-3;91
3-2-1-4-5;101
3-2-1-5-4;101
4-2-1-3-5;102
5-2-1-3-4;102
4-2-1-5-3;100
5-2-1-4-3;100
3-4-1-2-5;85
3-5-1-2-4;85
4-3-1-2-5;94
5-3-1-2-4;94
4-5-1-2-3;77
5-4-1-2-3;77
3-4-1-5-2;85
3-5-1-4-2;85
4-3-1-5-2;91
5-3-1-4-2;91
4-5-1-3-2;78
5-4-1-3-2;78
2-3-4-1-5;82
2-3-5-1-4;82
2-4-3-1-5;85
2-5-3-1-4;85
2-4-5-1-3;78
2-5-4-1-3;78
3-2-4-1-5;90
3-2-5-1-4;90
4-2-3-1-5;94
5-2-3-1-4;94
4-2-5-1-3;89
5-2-4-1-3;89
3-4-2-1-5;84
3-5-2-1-4;84
4-3-2-1-5;93
5-3-2-1-4;93
4-5-2-1-3;76
5-4-2-1-3;76
3-4-5-1-2;78
3-5-4-1-2;78
4-3-5-1-2;80
5-3-4-1-2;80
4-5-3-1-2;71
5-4-3-1-2;71
2-3-4-5-1;79
2-3-5-4-1;79
2-4-3-5-1;83
2-5-3-4-1;83
2-4-5-3-1;77
2-5-4-3-1;77
3-2-4-5-1;84
3-2-5-4-1;84
4-2-3-5-1;90
5-2-3-4-1;90
4-2-5-3-1;87
5-2-4-3-1;87
3-4-2-5-1;81
3-5-2-4-1;81
4-3-2-5-1;88
5-3-2-4-1;88
4-5-2-3-1;75
5-4-2-3-1;75
3-4-5-2-1;81
3-5-4-2-1;81
4-3-5-2-1;83
5-3-4-2-1;83
4-5-3-2-1;74
5-4-3-2-1;74
