;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;4879
1-2-3-5-4;4879
1-2-4-3-5;4647
1-2-5-3-4;4647
1-2-4-5-3;4567
1-2-5-4-3;4567
1-3-2-4-5;4985
1-3-2-5-4;4985
1-4-2-3-5;5033
1-5-2-3-4;5033
1-4-2-5-3;4839
1-5-2-4-3;4839
1-3-4-2-5;4617
1-3-5-2-4;4617
1-4-3-2-5;4938
1-5-3-2-4;4938
1-4-5-2-3;4479
1-5-4-2-3;4479
1-3-4-5-2;4477
1-3-5-4-2;4477
1-4-3-5-2;4820
1-5-3-4-2;4820
1-4-5-3-2;4558
1-5-4-3-2;4558
2-1-3-4-5;4853
2-1-3-5-4;4853
2-1-4-3-5;4621
2-1-5-3-4;4621
2-1-4-5-3;4541
2-1-5-4-3;4541
3-1-2-4-5;4871
3-1-2-5-4;4871
4-1-2-3-5;4884
5-1-2-3-4;4884
4-1-2-5-3;4926
5-1-2-4-3;4926
3-1-4-2-5;4573
3-1-5-2-4;4573
4-1-3-2-5;4787
5-1-3-2-4;4787
4-1-5-2-3;4584
5-1-4-2-3;4584
3-1-4-5-2;4452
3-1-5-4-2;4452
4-1-3-5-2;4797
5-1-3-4-2;4797
4-1-5-3-2;4570
5-1-4-3-2;4570
2-3-1-4-5;5014
2-3-1-5-4;5014
2-4-1-3-5;5062
2-5-1-3-4;5062
2-4-1-5-3;4868
2-5-1-4-3;4868
3-2-1-4-5;4948
3-2-1-5-4;4948
4-2-1-3-5;4961
5-2-1-3-4;4961
4-2-1-5-3;5003
5-2-1-4-3;5003
3-4-1-2-5;4947
3-5-1-2-4;4947
4-3-1-2-5;4838
5-3-1-2-4;4838
4-5-1-2-3;4738
5-4-1-2-3;4738
3-4-1-5-2;4798
3-5-1-4-2;4798
4-3-1-5-2;4797
5-3-1-4-2;4797
4-5-1-3-2;4681
5-4-1-3-2;4681
2-3-4-1-5;4611
2-3-5-1-4;4611
2-4-3-1-5;4932
2-5-3-1-4;4932
2-4-5-1-3;4473
2-5-4-1-3;4473
3-2-4-1-5;4576
3-2-5-1-4;4576
4-2-3-1-5;4790
5-2-3-1-4;4790
4-2-5-1-3;4587
5-2-4-1-3;4587
3-4-2-1-5;4945
3-5-2-1-4;4945
4-3-2-1-5;4836
5-3-2-1-4;4836
4-5-2-1-3;4736
5-4-2-1-3;4736
3-4-5-1-2;4497
3-5-4-1-2;4497
4-3-5-1-2;4500
5-3-4-1-2;4500
4-5-3-1-2;4661
5-4-3-1-2;4661
2-3-4-5-1;4451
2-3-5-4-1;4451
2-4-3-5-1;4794
2-5-3-4-1;4794
2-4-5-3-1;4532
2-5-4-3-1;4532
3-2-4-5-1;4418
3-2-5-4-1;4418
4-2-3-5-1;4763
5-2-3-4-1;4763
4-2-5-3-1;4536
5-2-4-3-1;4536
3-4-2-5-1;4819
3-5-2-4-1;4819
4-3-2-5-1;4820
5-3-2-4-1;4820
4-5-2-3-1;4704
5-4-2-3-1;4704
3-4-5-2-1;4528
3-5-4-2-1;4528
4-3-5-2-1;4531
5-3-4-2-1;4531
4-5-3-2-1;4692
5-4-3-2-1;4692
