;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;2254
1-2-3-5-4;2254
1-2-4-3-5;2164
1-2-5-3-4;2164
1-2-4-5-3;2129
1-2-5-4-3;2129
1-3-2-4-5;2260
1-3-2-5-4;2260
1-4-2-3-5;2328
1-5-2-3-4;2328
1-4-2-5-3;2248
1-5-2-4-3;2248
1-3-4-2-5;2161
1-3-5-2-4;2161
1-4-3-2-5;2308
1-5-3-2-4;2308
1-4-5-2-3;2107
1-5-4-2-3;2107
1-3-4-5-2;2080
1-3-5-4-2;2080
1-4-3-5-2;2239
1-5-3-4-2;2239
1-4-5-3-2;2100
1-5-4-3-2;2100
2-1-3-4-5;2244
2-1-3-5-4;2244
2-1-4-3-5;2154
2-1-5-3-4;2154
2-1-4-5-3;2119
2-1-5-4-3;2119
3-1-2-4-5;2285
3-1-2-5-4;2285
4-1-2-3-5;2325
5-1-2-3-4;2325
4-1-2-5-3;2336
5-1-2-4-3;2336
3-1-4-2-5;2140
3-1-5-2-4;2140
4-1-3-2-5;2251
5-1-3-2-4;2251
4-1-5-2-3;2230
5-1-4-2-3;2230
3-1-4-5-2;2092
3-1-5-4-2;2092
4-1-3-5-2;2216
5-1-3-4-2;2216
4-1-5-3-2;2169
5-1-4-3-2;2169
2-3-1-4-5;2314
2-3-1-5-4;2314
2-4-1-3-5;2382
2-5-1-3-4;2382
2-4-1-5-3;2302
2-5-1-4-3;2302
3-2-1-4-5;2323
3-2-1-5-4;2323
4-2-1-3-5;2363
5-2-1-3-4;2363
4-2-1-5-3;2374
5-2-1-4-3;2374
3-4-1-2-5;2324
3-5-1-2-4;2324
4-3-1-2-5;2325
5-3-1-2-4;2325
4-5-1-2-3;2294
5-4-1-2-3;2294
3-4-1-5-2;2313
3-5-1-4-2;2313
4-3-1-5-2;2278
5-3-1-4-2;2278
4-5-1-3-2;2266
5-4-1-3-2;2266
2-3-4-1-5;2161
2-3-5-1-4;2161
2-4-3-1-5;2308
2-5-3-1-4;2308
2-4-5-1-3;2107
2-5-4-1-3;2107
3-2-4-1-5;2159
3-2-5-1-4;2159
4-2-3-1-5;2270
5-2-3-1-4;2270
4-2-5-1-3;2249
5-2-4-1-3;2249
3-4-2-1-5;2323
3-5-2-1-4;2323
4-3-2-1-5;2324
5-3-2-1-4;2324
4-5-2-1-3;2293
5-4-2-1-3;2293
3-4-5-1-2;2120
3-5-4-1-2;2120
4-3-5-1-2;2214
5-3-4-1-2;2214
4-5-3-1-2;2237
5-4-3-1-2;2237
2-3-4-5-1;2082
2-3-5-4-1;2082
2-4-3-5-1;2241
2-5-3-4-1;2241
2-4-5-3-1;2102
2-5-4-3-1;2102
3-2-4-5-1;2095
3-2-5-4-1;2095
4-2-3-5-1;2219
5-2-3-4-1;2219
4-2-5-3-1;2172
5-2-4-3-1;2172
3-4-2-5-1;2264
3-5-2-4-1;2264
4-3-2-5-1;2264
5-3-2-4-1;2264
4-5-2-3-1;2252
5-4-2-3-1;2252
3-4-5-2-1;2102
3-5-4-2-1;2102
4-3-5-2-1;2196
5-3-4-2-1;2196
4-5-3-2-1;2219
5-4-3-2-1;2219
