;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;39
1-2-3-5-4;39
1-2-4-3-5;15
1-2-5-3-4;15
1-2-4-5-3;27
1-2-5-4-3;27
1-3-2-4-5;39
1-3-2-5-4;39
1-4-2-3-5;39
1-5-2-3-4;39
1-4-2-5-3;39
1-5-2-4-3;39
1-3-4-2-5;14
1-3-5-2-4;14
1-4-3-2-5;14
1-5-3-2-4;14
1-4-5-2-3;14
1-5-4-2-3;14
1-3-4-5-2;27
1-3-5-4-2;27
1-4-3-5-2;27
1-5-3-4-2;27
1-4-5-3-2;26
1-5-4-3-2;26
2-1-3-4-5;39
2-1-3-5-4;39
2-1-4-3-5;15
2-1-5-3-4;15
2-1-4-5-3;27
2-1-5-4-3;27
3-1-2-4-5;39
3-1-2-5-4;39
4-1-2-3-5;39
5-1-2-3-4;39
4-1-2-5-3;39
5-1-2-4-3;39
3-1-4-2-5;15
3-1-5-2-4;15
4-1-3-2-5;15
5-1-3-2-4;15
4-1-5-2-3;15
5-1-4-2-3;15
3-1-4-5-2;27
3-1-5-4-2;27
4-1-3-5-2;27
5-1-3-4-2;27
4-1-5-3-2;27
5-1-4-3-2;27
2-3-1-4-5;38
2-3-1-5-4;38
2-4-1-3-5;38
2-5-1-3-4;38
2-4-1-5-3;38
2-5-1-4-3;38
3-2-1-4-5;38
3-2-1-5-4;38
4-2-1-3-5;38
5-2-1-3-4;38
4-2-1-5-3;38
5-2-1-4-3;38
3-4-1-2-5;38
3-5-1-2-4;38
4-3-1-2-5;38
5-3-1-2-4;38
4-5-1-2-3;32
5-4-1-2-3;32
3-4-1-5-2;38
3-5-1-4-2;38
4-3-1-5-2;38
5-3-1-4-2;38
4-5-1-3-2;32
5-4-1-3-2;32
2-3-4-1-5;14
2-3-5-1-4;14
2-4-3-1-5;14
2-5-3-1-4;14
2-4-5-1-3;14
2-5-4-1-3;14
3-2-4-1-5;15
3-2-5-1-4;15
4-2-3-1-5;15
5-2-3-1-4;15
4-2-5-1-3;15
5-2-4-1-3;15
3-4-2-1-5;14
3-5-2-1-4;14
4-3-2-1-5;14
5-3-2-1-4;14
4-5-2-1-3;8
5-4-2-1-3;8
3-4-5-1-2;14
3-5-4-1-2;14
4-3-5-1-2;15
5-3-4-1-2;15
4-5-3-1-2;8
5-4-3-1-2;8
2-3-4-5-1;27
2-3-5-4-1;27
2-4-3-5-1;27
2-5-3-4-1;27
2-4-5-3-1;26
2-5-4-3-1;26
3-2-4-5-1;27
3-2-5-4-1;27
4-2-3-5-1;27
5-2-3-4-1;27
4-2-5-3-1;27
5-2-4-3-1;27
3-4-2-5-1;26
3-5-2-4-1;26
4-3-2-5-1;26
5-3-2-4-1;26
4-5-2-3-1;20
5-4-2-3-1;20
3-4-5-2-1;26
3-5-4-2-1;26
4-3-5-2-1;27
5-3-4-2-1;27
4-5-3-2-1;20
5-4-3-2-1;20
