;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.13312
1-2-3-5-4;0.13312
1-2-4-3-5;0.13574
1-2-5-3-4;0.13574
1-2-4-5-3;0.13877
1-2-5-4-3;0.13877
1-3-2-4-5;0.13364
1-3-2-5-4;0.13364
1-4-2-3-5;0.13375
1-5-2-3-4;0.13375
1-4-2-5-3;0.13628
1-5-2-4-3;0.13628
1-3-4-2-5;0.13632
1-3-5-2-4;0.13632
1-4-3-2-5;0.13483
1-5-3-2-4;0.13483
1-4-5-2-3;0.14036
1-5-4-2-3;0.14036
1-3-4-5-2;0.14124
1-3-5-4-2;0.14124
1-4-3-5-2;0.13844
1-5-3-4-2;0.13844
1-4-5-3-2;0.14136
1-5-4-3-2;0.14136
2-1-3-4-5;0.13215
2-1-3-5-4;0.13215
2-1-4-3-5;0.13479
2-1-5-3-4;0.13479
2-1-4-5-3;0.13775
2-1-5-4-3;0.13775
3-1-2-4-5;0.13042
3-1-2-5-4;0.13042
4-1-2-3-5;0.12830
5-1-2-3-4;0.12830
4-1-2-5-3;0.13018
5-1-2-4-3;0.13018
3-1-4-2-5;0.13397
3-1-5-2-4;0.13397
4-1-3-2-5;0.12949
5-1-3-2-4;0.12949
4-1-5-2-3;0.13303
5-1-4-2-3;0.13303
3-1-4-5-2;0.13763
3-1-5-4-2;0.13763
4-1-3-5-2;0.13245
5-1-3-4-2;0.13245
4-1-5-3-2;0.13439
5-1-4-3-2;0.13439
2-3-1-4-5;0.13304
2-3-1-5-4;0.13304
2-4-1-3-5;0.13337
2-5-1-3-4;0.13337
2-4-1-5-3;0.13584
2-5-1-4-3;0.13584
3-2-1-4-5;0.13165
3-2-1-5-4;0.13165
4-2-1-3-5;0.12962
5-2-1-3-4;0.12962
4-2-1-5-3;0.13138
5-2-1-4-3;0.13138
3-4-1-2-5;0.13370
3-5-1-2-4;0.13370
4-3-1-2-5;0.13049
5-3-1-2-4;0.13049
4-5-1-2-3;0.14040
5-4-1-2-3;0.14040
3-4-1-5-2;0.13715
3-5-1-4-2;0.13715
4-3-1-5-2;0.13458
5-3-1-4-2;0.13458
4-5-1-3-2;0.14108
5-4-1-3-2;0.14108
2-3-4-1-5;0.13628
2-3-5-1-4;0.13628
2-4-3-1-5;0.13473
2-5-3-1-4;0.13473
2-4-5-1-3;0.14032
2-5-4-1-3;0.14032
3-2-4-1-5;0.13421
3-2-5-1-4;0.13421
4-2-3-1-5;0.12970
5-2-3-1-4;0.12970
4-2-5-1-3;0.13324
5-2-4-1-3;0.13324
3-4-2-1-5;0.13434
3-5-2-1-4;0.13434
4-3-2-1-5;0.13123
5-3-2-1-4;0.13123
4-5-2-1-3;0.14100
5-4-2-1-3;0.14100
3-4-5-1-2;0.14136
3-5-4-1-2;0.14136
4-3-5-1-2;0.13596
5-3-4-1-2;0.13596
4-5-3-1-2;0.14216
5-4-3-1-2;0.14216
2-3-4-5-1;0.14167
2-3-5-4-1;0.14167
2-4-3-5-1;0.13899
2-5-3-4-1;0.13899
2-4-5-3-1;0.14189
2-5-4-3-1;0.14189
3-2-4-5-1;0.13875
3-2-5-4-1;0.13875
4-2-3-5-1;0.13341
5-2-3-4-1;0.13341
4-2-5-3-1;0.13542
5-2-4-3-1;0.13542
3-4-2-5-1;0.13848
3-5-2-4-1;0.13848
4-3-2-5-1;0.13591
5-3-2-4-1;0.13591
4-5-2-3-1;0.14271
5-4-2-3-1;0.14271
3-4-5-2-1;0.14167
3-5-4-2-1;0.14167
4-3-5-2-1;0.13624
5-3-4-2-1;0.13624
4-5-3-2-1;0.14246
5-4-3-2-1;0.14246
