;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;120
1-2-3-5-4;120
1-2-4-3-5;123
1-2-5-3-4;123
1-2-4-5-3;121
1-2-5-4-3;121
1-3-2-4-5;120
1-3-2-5-4;120
1-4-2-3-5;121
1-5-2-3-4;121
1-4-2-5-3;121
1-5-2-4-3;121
1-3-4-2-5;124
1-3-5-2-4;124
1-4-3-2-5;124
1-5-3-2-4;124
1-4-5-2-3;124
1-5-4-2-3;124
1-3-4-5-2;122
1-3-5-4-2;122
1-4-3-5-2;122
1-5-3-4-2;122
1-4-5-3-2;123
1-5-4-3-2;123
2-1-3-4-5;120
2-1-3-5-4;120
2-1-4-3-5;123
2-1-5-3-4;123
2-1-4-5-3;121
2-1-5-4-3;121
3-1-2-4-5;120
3-1-2-5-4;120
4-1-2-3-5;120
5-1-2-3-4;120
4-1-2-5-3;120
5-1-2-4-3;120
3-1-4-2-5;123
3-1-5-2-4;123
4-1-3-2-5;123
5-1-3-2-4;123
4-1-5-2-3;123
5-1-4-2-3;123
3-1-4-5-2;121
3-1-5-4-2;121
4-1-3-5-2;121
5-1-3-4-2;121
4-1-5-3-2;121
5-1-4-3-2;121
2-3-1-4-5;121
2-3-1-5-4;121
2-4-1-3-5;122
2-5-1-3-4;122
2-4-1-5-3;122
2-5-1-4-3;122
3-2-1-4-5;121
3-2-1-5-4;121
4-2-1-3-5;121
5-2-1-3-4;121
4-2-1-5-3;121
5-2-1-4-3;121
3-4-1-2-5;122
3-5-1-2-4;122
4-3-1-2-5;121
5-3-1-2-4;121
4-5-1-2-3;122
5-4-1-2-3;122
3-4-1-5-2;122
3-5-1-4-2;122
4-3-1-5-2;121
5-3-1-4-2;121
4-5-1-3-2;122
5-4-1-3-2;122
2-3-4-1-5;124
2-3-5-1-4;124
2-4-3-1-5;124
2-5-3-1-4;124
2-4-5-1-3;124
2-5-4-1-3;124
3-2-4-1-5;123
3-2-5-1-4;123
4-2-3-1-5;123
5-2-3-1-4;123
4-2-5-1-3;123
5-2-4-1-3;123
3-4-2-1-5;124
3-5-2-1-4;124
4-3-2-1-5;123
5-3-2-1-4;123
4-5-2-1-3;124
5-4-2-1-3;124
3-4-5-1-2;124
3-5-4-1-2;124
4-3-5-1-2;122
5-3-4-1-2;122
4-5-3-1-2;123
5-4-3-1-2;123
2-3-4-5-1;122
2-3-5-4-1;122
2-4-3-5-1;122
2-5-3-4-1;122
2-4-5-3-1;123
2-5-4-3-1;123
3-2-4-5-1;121
3-2-5-4-1;121
4-2-3-5-1;121
5-2-3-4-1;121
4-2-5-3-1;121
5-2-4-3-1;121
3-4-2-5-1;122
3-5-2-4-1;122
4-3-2-5-1;121
5-3-2-4-1;121
4-5-2-3-1;122
5-4-2-3-1;122
3-4-5-2-1;123
3-5-4-2-1;123
4-3-5-2-1;121
5-3-4-2-1;121
4-5-3-2-1;122
5-4-3-2-1;122
