;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;956
1-2-3-5-4;956
1-2-4-3-5;926
1-2-5-3-4;926
1-2-4-5-3;853
1-2-5-4-3;853
1-3-2-4-5;997
1-3-2-5-4;997
1-4-2-3-5;1012
1-5-2-3-4;1012
1-4-2-5-3;949
1-5-2-4-3;949
1-3-4-2-5;911
1-3-5-2-4;911
1-4-3-2-5;959
1-5-3-2-4;959
1-4-5-2-3;860
1-5-4-2-3;860
1-3-4-5-2;828
1-3-5-4-2;828
1-4-3-5-2;943
1-5-3-4-2;943
1-4-5-3-2;870
1-5-4-3-2;870
2-1-3-4-5;947
2-1-3-5-4;947
2-1-4-3-5;917
2-1-5-3-4;917
2-1-4-5-3;844
2-1-5-4-3;844
3-1-2-4-5;966
3-1-2-5-4;966
4-1-2-3-5;960
5-1-2-3-4;960
4-1-2-5-3;962
5-1-2-4-3;962
3-1-4-2-5;920
3-1-5-2-4;920
4-1-3-2-5;914
5-1-3-2-4;914
4-1-5-2-3;877
5-1-4-2-3;877
3-1-4-5-2;817
3-1-5-4-2;817
4-1-3-5-2;920
5-1-3-4-2;920
4-1-5-3-2;869
5-1-4-3-2;869
2-3-1-4-5;992
2-3-1-5-4;992
2-4-1-3-5;1007
2-5-1-3-4;1007
2-4-1-5-3;944
2-5-1-4-3;944
3-2-1-4-5;973
3-2-1-5-4;973
4-2-1-3-5;967
5-2-1-3-4;967
4-2-1-5-3;969
5-2-1-4-3;969
3-4-1-2-5;996
3-5-1-2-4;996
4-3-1-2-5;949
5-3-1-2-4;949
4-5-1-2-3;915
5-4-1-2-3;915
3-4-1-5-2;926
3-5-1-4-2;926
4-3-1-5-2;929
5-3-1-4-2;929
4-5-1-3-2;897
5-4-1-3-2;897
2-3-4-1-5;909
2-3-5-1-4;909
2-4-3-1-5;957
2-5-3-1-4;957
2-4-5-1-3;858
2-5-4-1-3;858
3-2-4-1-5;910
3-2-5-1-4;910
4-2-3-1-5;904
5-2-3-1-4;904
4-2-5-1-3;867
5-2-4-1-3;867
3-4-2-1-5;988
3-5-2-1-4;988
4-3-2-1-5;941
5-3-2-1-4;941
4-5-2-1-3;907
5-4-2-1-3;907
3-4-5-1-2;857
3-5-4-1-2;857
4-3-5-1-2;845
5-3-4-1-2;845
4-5-3-1-2;884
5-4-3-1-2;884
2-3-4-5-1;820
2-3-5-4-1;820
2-4-3-5-1;935
2-5-3-4-1;935
2-4-5-3-1;862
2-5-4-3-1;862
3-2-4-5-1;804
3-2-5-4-1;804
4-2-3-5-1;907
5-2-3-4-1;907
4-2-5-3-1;856
5-2-4-3-1;856
3-4-2-5-1;936
3-5-2-4-1;936
4-3-2-5-1;941
5-3-2-4-1;941
4-5-2-3-1;909
5-4-2-3-1;909
3-4-5-2-1;862
3-5-4-2-1;862
4-3-5-2-1;850
5-3-4-2-1;850
4-5-3-2-1;889
5-4-3-2-1;889
