;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;95552191
1-2-3-5-4;95552191
1-2-4-3-5;95514675
1-2-5-3-4;95514675
1-2-4-5-3;95286680
1-2-5-4-3;95286680
1-3-2-4-5;95687149
1-3-2-5-4;95687149
1-4-2-3-5;95631913
1-5-2-3-4;95631913
1-4-2-5-3;95616407
1-5-2-4-3;95616407
1-3-4-2-5;95580484
1-3-5-2-4;95580484
1-4-3-2-5;95549116
1-5-3-2-4;95549116
1-4-5-2-3;95475898
1-5-4-2-3;95475898
1-3-4-5-2;95220802
1-3-5-4-2;95220802
1-4-3-5-2;95408553
1-5-3-4-2;95408553
1-4-5-3-2;95372010
1-5-4-3-2;95372010
2-1-3-4-5;95564184
2-1-3-5-4;95564184
2-1-4-3-5;95519033
2-1-5-3-4;95519033
2-1-4-5-3;95323450
2-1-5-4-3;95323450
3-1-2-4-5;95740173
3-1-2-5-4;95740173
4-1-2-3-5;95753098
5-1-2-3-4;95753098
4-1-2-5-3;95650092
5-1-2-4-3;95650092
3-1-4-2-5;95586952
3-1-5-2-4;95586952
4-1-3-2-5;95671256
5-1-3-2-4;95671256
4-1-5-2-3;95519462
5-1-4-2-3;95519462
3-1-4-5-2;95281328
3-1-5-4-2;95281328
4-1-3-5-2;95470515
5-1-3-4-2;95470515
4-1-5-3-2;95345511
5-1-4-3-2;95345511
2-3-1-4-5;95841401
2-3-1-5-4;95841401
2-4-1-3-5;95695128
2-5-1-3-4;95695128
2-4-1-5-3;95723947
2-5-1-4-3;95723947
3-2-1-4-5;95907348
3-2-1-5-4;95907348
4-2-1-3-5;95876429
5-2-1-3-4;95876429
4-2-1-5-3;95817144
5-2-1-4-3;95817144
3-4-1-2-5;95792708
3-5-1-2-4;95792708
4-3-1-2-5;95871883
5-3-1-2-4;95871883
4-5-1-2-3;95631828
5-4-1-2-3;95631828
3-4-1-5-2;95733427
3-5-1-4-2;95733427
4-3-1-5-2;95772191
5-3-1-4-2;95772191
4-5-1-3-2;95601674
5-4-1-3-2;95601674
2-3-4-1-5;95686092
2-3-5-1-4;95686092
2-4-3-1-5;95646783
2-5-3-1-4;95646783
2-4-5-1-3;95572925
2-5-4-1-3;95572925
3-2-4-1-5;95699570
3-2-5-1-4;95699570
4-2-3-1-5;95781514
5-2-3-1-4;95781514
4-2-5-1-3;95632228
5-2-4-1-3;95632228
3-4-2-1-5;95717410
3-5-2-1-4;95717410
4-3-2-1-5;95757932
5-3-2-1-4;95757932
4-5-2-1-3;95556782
5-4-2-1-3;95556782
3-4-5-1-2;95463551
3-5-4-1-2;95463551
4-3-5-1-2;95471716
5-3-4-1-2;95471716
4-5-3-1-2;95572511
5-4-3-1-2;95572511
2-3-4-5-1;95197790
2-3-5-4-1;95197790
2-4-3-5-1;95370254
2-5-3-4-1;95370254
2-4-5-3-1;95333477
2-5-4-3-1;95333477
3-2-4-5-1;95296368
3-2-5-4-1;95296368
4-2-3-5-1;95485948
5-2-3-4-1;95485948
4-2-5-3-1;95360492
5-2-4-3-1;95360492
3-4-2-5-1;95482235
3-5-2-4-1;95482235
4-3-2-5-1;95520299
5-3-2-4-1;95520299
4-5-2-3-1;95377009
5-4-2-3-1;95377009
3-4-5-2-1;95369520
3-5-4-2-1;95369520
4-3-5-2-1;95378889
5-3-4-2-1;95378889
4-5-3-2-1;95468693
5-4-3-2-1;95468693
