;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;8920990
1-2-3-5-4;8920990
1-2-4-3-5;8913009
1-2-5-3-4;8913009
1-2-4-5-3;8930082
1-2-5-4-3;8930082
1-3-2-4-5;8955525
1-3-2-5-4;8955525
1-4-2-3-5;8943297
1-5-2-3-4;8943297
1-4-2-5-3;8927567
1-5-2-4-3;8927567
1-3-4-2-5;8897564
1-3-5-2-4;8897564
1-4-3-2-5;8929383
1-5-3-2-4;8929383
1-4-5-2-3;8893669
1-5-4-2-3;8893669
1-3-4-5-2;8921195
1-3-5-4-2;8921195
1-4-3-5-2;8932060
1-5-3-4-2;8932060
1-4-5-3-2;8909426
1-5-4-3-2;8909426
2-1-3-4-5;8949208
2-1-3-5-4;8949208
2-1-4-3-5;8940071
2-1-5-3-4;8940071
2-1-4-5-3;8938718
2-1-5-4-3;8938718
3-1-2-4-5;9057544
3-1-2-5-4;9057544
4-1-2-3-5;9055709
5-1-2-3-4;9055709
4-1-2-5-3;9050175
5-1-2-4-3;9050175
3-1-4-2-5;8950063
3-1-5-2-4;8950063
4-1-3-2-5;9015989
5-1-3-2-4;9015989
4-1-5-2-3;8970163
5-1-4-2-3;8970163
3-1-4-5-2;8979856
3-1-5-4-2;8979856
4-1-3-5-2;9008719
5-1-3-4-2;9008719
4-1-5-3-2;8968677
5-1-4-3-2;8968677
2-3-1-4-5;9081072
2-3-1-5-4;9081072
2-4-1-3-5;9060775
2-5-1-3-4;9060775
2-4-1-5-3;9049147
2-5-1-4-3;9049147
3-2-1-4-5;9093038
3-2-1-5-4;9093038
4-2-1-3-5;9087806
5-2-1-3-4;9087806
4-2-1-5-3;9085780
5-2-1-4-3;9085780
3-4-1-2-5;9032779
3-5-1-2-4;9032779
4-3-1-2-5;9064390
5-3-1-2-4;9064390
4-5-1-2-3;9043951
5-4-1-2-3;9043951
3-4-1-5-2;9065782
3-5-1-4-2;9065782
4-3-1-5-2;9081706
5-3-1-4-2;9081706
4-5-1-3-2;9058274
5-4-1-3-2;9058274
2-3-4-1-5;8862507
2-3-5-1-4;8862507
2-4-3-1-5;8909429
2-5-3-1-4;8909429
2-4-5-1-3;8866287
2-5-4-1-3;8866287
3-2-4-1-5;8870517
3-2-5-1-4;8870517
4-2-3-1-5;8933827
5-2-3-1-4;8933827
4-2-5-1-3;8887140
5-2-4-1-3;8887140
3-4-2-1-5;8947724
3-5-2-1-4;8947724
4-3-2-1-5;8974757
5-3-2-1-4;8974757
4-5-2-1-3;8958955
5-4-2-1-3;8958955
3-4-5-1-2;8887101
3-5-4-1-2;8887101
4-3-5-1-2;8877909
5-3-4-1-2;8877909
4-5-3-1-2;8925087
5-4-3-1-2;8925087
2-3-4-5-1;8967941
2-3-5-4-1;8967941
2-4-3-5-1;9013066
2-5-3-4-1;9013066
2-4-5-3-1;8990284
2-5-4-3-1;8990284
3-2-4-5-1;9020345
3-2-5-4-1;9020345
4-2-3-5-1;9050269
5-2-3-4-1;9050269
4-2-5-3-1;9010139
5-2-4-3-1;9010139
3-4-2-5-1;9069287
3-5-2-4-1;9069287
4-3-2-5-1;9085712
5-3-2-4-1;9085712
4-5-2-3-1;9057156
5-4-2-3-1;9057156
3-4-5-2-1;9001284
3-5-4-2-1;9001284
4-3-5-2-1;8994699
5-3-4-2-1;8994699
4-5-3-2-1;9041920
5-4-3-2-1;9041920
