;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.28431
1-2-3-5-4;0.28431
1-2-4-3-5;0.28236
1-2-5-3-4;0.28236
1-2-4-5-3;0.28322
1-2-5-4-3;0.28322
1-3-2-4-5;0.28236
1-3-2-5-4;0.28236
1-4-2-3-5;0.28311
1-5-2-3-4;0.28311
1-4-2-5-3;0.28641
1-5-2-4-3;0.28641
1-3-4-2-5;0.28360
1-3-5-2-4;0.28360
1-4-3-2-5;0.28579
1-5-3-2-4;0.28579
1-4-5-2-3;0.28589
1-5-4-2-3;0.28589
1-3-4-5-2;0.28295
1-3-5-4-2;0.28295
1-4-3-5-2;0.28367
1-5-3-4-2;0.28367
1-4-5-3-2;0.28386
1-5-4-3-2;0.28386
2-1-3-4-5;0.28633
2-1-3-5-4;0.28633
2-1-4-3-5;0.28443
2-1-5-3-4;0.28443
2-1-4-5-3;0.28535
2-1-5-4-3;0.28535
3-1-2-4-5;0.28724
3-1-2-5-4;0.28724
4-1-2-3-5;0.28757
5-1-2-3-4;0.28757
4-1-2-5-3;0.28965
5-1-2-4-3;0.28965
3-1-4-2-5;0.28469
3-1-5-2-4;0.28469
4-1-3-2-5;0.28497
5-1-3-2-4;0.28497
4-1-5-2-3;0.29040
5-1-4-2-3;0.29040
3-1-4-5-2;0.28713
3-1-5-4-2;0.28713
4-1-3-5-2;0.28594
5-1-3-4-2;0.28594
4-1-5-3-2;0.28920
5-1-4-3-2;0.28920
2-3-1-4-5;0.28223
2-3-1-5-4;0.28223
2-4-1-3-5;0.28297
2-5-1-3-4;0.28297
2-4-1-5-3;0.28618
2-5-1-4-3;0.28618
3-2-1-4-5;0.28288
3-2-1-5-4;0.28288
4-2-1-3-5;0.28327
5-2-1-3-4;0.28327
4-2-1-5-3;0.28527
5-2-1-4-3;0.28527
3-4-1-2-5;0.28383
3-5-1-2-4;0.28383
4-3-1-2-5;0.28388
5-3-1-2-4;0.28388
4-5-1-2-3;0.28697
5-4-1-2-3;0.28697
3-4-1-5-2;0.28704
3-5-1-4-2;0.28704
4-3-1-5-2;0.28557
5-3-1-4-2;0.28557
4-5-1-3-2;0.28844
5-4-1-3-2;0.28844
2-3-4-1-5;0.28360
2-3-5-1-4;0.28360
2-4-3-1-5;0.28579
2-5-3-1-4;0.28579
2-4-5-1-3;0.28589
2-5-4-1-3;0.28589
3-2-4-1-5;0.28502
3-2-5-1-4;0.28502
4-2-3-1-5;0.28528
5-2-3-1-4;0.28528
4-2-5-1-3;0.29068
5-2-4-1-3;0.29068
3-4-2-1-5;0.28697
3-5-2-1-4;0.28697
4-3-2-1-5;0.28702
5-3-2-1-4;0.28702
4-5-2-1-3;0.29022
5-4-2-1-3;0.29022
3-4-5-1-2;0.28656
3-5-4-1-2;0.28656
4-3-5-1-2;0.29055
5-3-4-1-2;0.29055
4-5-3-1-2;0.28724
5-4-3-1-2;0.28724
2-3-4-5-1;0.28323
2-3-5-4-1;0.28323
2-4-3-5-1;0.28392
2-5-3-4-1;0.28392
2-4-5-3-1;0.28413
2-5-4-3-1;0.28413
3-2-4-5-1;0.28585
3-2-5-4-1;0.28585
4-2-3-5-1;0.28474
5-2-3-4-1;0.28474
4-2-5-3-1;0.28795
5-2-4-3-1;0.28795
3-4-2-5-1;0.28421
3-5-2-4-1;0.28421
4-3-2-5-1;0.28410
5-3-2-4-1;0.28410
4-5-2-3-1;0.28695
5-4-2-3-1;0.28695
3-4-5-2-1;0.28413
3-5-4-2-1;0.28413
4-3-5-2-1;0.28819
5-3-4-2-1;0.28819
4-5-3-2-1;0.28493
5-4-3-2-1;0.28493
