;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;4378
1-2-3-5-4;4378
1-2-4-3-5;4346
1-2-5-3-4;4346
1-2-4-5-3;4336
1-2-5-4-3;4336
1-3-2-4-5;4371
1-3-2-5-4;4371
1-4-2-3-5;4376
1-5-2-3-4;4376
1-4-2-5-3;4354
1-5-2-4-3;4354
1-3-4-2-5;4343
1-3-5-2-4;4343
1-4-3-2-5;4365
1-5-3-2-4;4365
1-4-5-2-3;4311
1-5-4-2-3;4311
1-3-4-5-2;4319
1-3-5-4-2;4319
1-4-3-5-2;4343
1-5-3-4-2;4343
1-4-5-3-2;4311
1-5-4-3-2;4311
2-1-3-4-5;4384
2-1-3-5-4;4384
2-1-4-3-5;4352
2-1-5-3-4;4352
2-1-4-5-3;4342
2-1-5-4-3;4342
3-1-2-4-5;4391
3-1-2-5-4;4391
4-1-2-3-5;4407
5-1-2-3-4;4407
4-1-2-5-3;4396
5-1-2-4-3;4396
3-1-4-2-5;4355
3-1-5-2-4;4355
4-1-3-2-5;4394
5-1-3-2-4;4394
4-1-5-2-3;4366
5-1-4-2-3;4366
3-1-4-5-2;4344
3-1-5-4-2;4344
4-1-3-5-2;4382
5-1-3-4-2;4382
4-1-5-3-2;4366
5-1-4-3-2;4366
2-3-1-4-5;4369
2-3-1-5-4;4369
2-4-1-3-5;4374
2-5-1-3-4;4374
2-4-1-5-3;4352
2-5-1-4-3;4352
3-2-1-4-5;4379
3-2-1-5-4;4379
4-2-1-3-5;4395
5-2-1-3-4;4395
4-2-1-5-3;4384
5-2-1-4-3;4384
3-4-1-2-5;4365
3-5-1-2-4;4365
4-3-1-2-5;4386
5-3-1-2-4;4386
4-5-1-2-3;4306
5-4-1-2-3;4306
3-4-1-5-2;4344
3-5-1-4-2;4344
4-3-1-5-2;4361
5-3-1-4-2;4361
4-5-1-3-2;4307
5-4-1-3-2;4307
2-3-4-1-5;4337
2-3-5-1-4;4337
2-4-3-1-5;4360
2-5-3-1-4;4360
2-4-5-1-3;4305
2-5-4-1-3;4305
3-2-4-1-5;4351
3-2-5-1-4;4351
4-2-3-1-5;4390
5-2-3-1-4;4390
4-2-5-1-3;4362
5-2-4-1-3;4362
3-4-2-1-5;4357
3-5-2-1-4;4357
4-3-2-1-5;4378
5-3-2-1-4;4378
4-5-2-1-3;4299
5-4-2-1-3;4299
3-4-5-1-2;4298
3-5-4-1-2;4298
4-3-5-1-2;4343
5-3-4-1-2;4343
4-5-3-1-2;4292
5-4-3-1-2;4292
2-3-4-5-1;4317
2-3-5-4-1;4317
2-4-3-5-1;4340
2-5-3-4-1;4340
2-4-5-3-1;4308
2-5-4-3-1;4308
3-2-4-5-1;4337
3-2-5-4-1;4337
4-2-3-5-1;4377
5-2-3-4-1;4377
4-2-5-3-1;4360
5-2-4-3-1;4360
3-4-2-5-1;4337
3-5-2-4-1;4337
4-3-2-5-1;4355
5-3-2-4-1;4355
4-5-2-3-1;4297
5-4-2-3-1;4297
3-4-5-2-1;4303
3-5-4-2-1;4303
4-3-5-2-1;4347
5-3-4-2-1;4347
4-5-3-2-1;4296
5-4-3-2-1;4296
