;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.09460
1-2-3-5-4;0.09460
1-2-4-3-5;0.09773
1-2-5-3-4;0.09773
1-2-4-5-3;0.09419
1-2-5-4-3;0.09419
1-3-2-4-5;0.09770
1-3-2-5-4;0.09770
1-4-2-3-5;0.09826
1-5-2-3-4;0.09826
1-4-2-5-3;0.09492
1-5-2-4-3;0.09492
1-3-4-2-5;0.09619
1-3-5-2-4;0.09619
1-4-3-2-5;0.09336
1-5-3-2-4;0.09336
1-4-5-2-3;0.09308
1-5-4-2-3;0.09308
1-3-4-5-2;0.09454
1-3-5-4-2;0.09454
1-4-3-5-2;0.09591
1-5-3-4-2;0.09591
1-4-5-3-2;0.09462
1-5-4-3-2;0.09462
2-1-3-4-5;0.09430
2-1-3-5-4;0.09430
2-1-4-3-5;0.09745
2-1-5-3-4;0.09745
2-1-4-5-3;0.09386
2-1-5-4-3;0.09386
3-1-2-4-5;0.09679
3-1-2-5-4;0.09679
4-1-2-3-5;0.09647
5-1-2-3-4;0.09647
4-1-2-5-3;0.09448
5-1-2-4-3;0.09448
3-1-4-2-5;0.09858
3-1-5-2-4;0.09858
4-1-3-2-5;0.09394
5-1-3-2-4;0.09394
4-1-5-2-3;0.09324
5-1-4-2-3;0.09324
3-1-4-5-2;0.09360
3-1-5-4-2;0.09360
4-1-3-5-2;0.09535
5-1-3-4-2;0.09535
4-1-5-3-2;0.09360
5-1-4-3-2;0.09360
2-3-1-4-5;0.09855
2-3-1-5-4;0.09855
2-4-1-3-5;0.09907
2-5-1-3-4;0.09907
2-4-1-5-3;0.09585
2-5-1-4-3;0.09585
3-2-1-4-5;0.09742
3-2-1-5-4;0.09742
4-2-1-3-5;0.09710
5-2-1-3-4;0.09710
4-2-1-5-3;0.09517
5-2-1-4-3;0.09517
3-4-1-2-5;0.09966
3-5-1-2-4;0.09966
4-3-1-2-5;0.09792
5-3-1-2-4;0.09792
4-5-1-2-3;0.09495
5-4-1-2-3;0.09495
3-4-1-5-2;0.09581
3-5-1-4-2;0.09581
4-3-1-5-2;0.09552
5-3-1-4-2;0.09552
4-5-1-3-2;0.09420
5-4-1-3-2;0.09420
2-3-4-1-5;0.09619
2-3-5-1-4;0.09619
2-4-3-1-5;0.09336
2-5-3-1-4;0.09336
2-4-5-1-3;0.09308
2-5-4-1-3;0.09308
3-2-4-1-5;0.09624
3-2-5-1-4;0.09624
4-2-3-1-5;0.09174
5-2-3-1-4;0.09174
4-2-5-1-3;0.09099
5-2-4-1-3;0.09099
3-4-2-1-5;0.09710
3-5-2-1-4;0.09710
4-3-2-1-5;0.09534
5-3-2-1-4;0.09534
4-5-2-1-3;0.09227
5-4-2-1-3;0.09227
3-4-5-1-2;0.09340
3-5-4-1-2;0.09340
4-3-5-1-2;0.09160
5-3-4-1-2;0.09160
4-5-3-1-2;0.09438
5-4-3-1-2;0.09438
2-3-4-5-1;0.09427
2-3-5-4-1;0.09427
2-4-3-5-1;0.09565
2-5-3-4-1;0.09565
2-4-5-3-1;0.09435
2-5-4-3-1;0.09435
3-2-4-5-1;0.09278
3-2-5-4-1;0.09278
4-2-3-5-1;0.09457
5-2-3-4-1;0.09457
4-2-5-3-1;0.09280
5-2-4-3-1;0.09280
3-4-2-5-1;0.09741
3-5-2-4-1;0.09741
4-3-2-5-1;0.09738
5-3-2-4-1;0.09738
4-5-2-3-1;0.09608
5-4-2-3-1;0.09608
3-4-5-2-1;0.09435
3-5-4-2-1;0.09435
4-3-5-2-1;0.09252
5-3-4-2-1;0.09252
4-5-3-2-1;0.09527
5-4-3-2-1;0.09527
