;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.18684
1-2-3-5-4;0.18684
1-2-4-3-5;0.17279
1-2-5-3-4;0.17279
1-2-4-5-3;0.17457
1-2-5-4-3;0.17457
1-3-2-4-5;0.18856
1-3-2-5-4;0.18856
1-4-2-3-5;0.18511
1-5-2-3-4;0.18511
1-4-2-5-3;0.18684
1-5-2-4-3;0.18684
1-3-4-2-5;0.17457
1-3-5-2-4;0.17457
1-4-3-2-5;0.18162
1-5-3-2-4;0.18162
1-4-5-2-3;0.16739
1-5-4-2-3;0.16739
1-3-4-5-2;0.17100
1-3-5-4-2;0.17100
1-4-3-5-2;0.17811
1-5-3-4-2;0.17811
1-4-5-3-2;0.16739
1-5-4-3-2;0.16739
2-1-3-4-5;0.20374
2-1-3-5-4;0.20374
2-1-4-3-5;0.19027
2-1-5-3-4;0.19027
2-1-4-5-3;0.19198
2-1-5-4-3;0.19198
3-1-2-4-5;0.20868
3-1-2-5-4;0.20868
4-1-2-3-5;0.21031
5-1-2-3-4;0.21031
4-1-2-5-3;0.20704
5-1-2-4-3;0.20704
3-1-4-2-5;0.19198
3-1-5-2-4;0.19198
4-1-3-2-5;0.19874
5-1-3-2-4;0.19874
4-1-5-2-3;0.19198
5-1-4-2-3;0.19198
3-1-4-5-2;0.19198
3-1-5-4-2;0.19198
4-1-3-5-2;0.20208
5-1-3-4-2;0.20208
4-1-5-3-2;0.19706
5-1-4-3-2;0.19706
2-3-1-4-5;0.19368
2-3-1-5-4;0.19368
2-4-1-3-5;0.19027
2-5-1-3-4;0.19027
2-4-1-5-3;0.19198
2-5-1-4-3;0.19198
3-2-1-4-5;0.20868
3-2-1-5-4;0.20868
4-2-1-3-5;0.21031
5-2-1-3-4;0.21031
4-2-1-5-3;0.20704
5-2-1-4-3;0.20704
3-4-1-2-5;0.18162
3-5-1-2-4;0.18162
4-3-1-2-5;0.19706
5-3-1-2-4;0.19706
4-5-1-2-3;0.16739
5-4-1-2-3;0.16739
3-4-1-5-2;0.18162
3-5-1-4-2;0.18162
4-3-1-5-2;0.19198
5-3-1-4-2;0.19198
4-5-1-3-2;0.16920
5-4-1-3-2;0.16920
2-3-4-1-5;0.17634
2-3-5-1-4;0.17634
2-4-3-1-5;0.18162
2-5-3-1-4;0.18162
2-4-5-1-3;0.16920
2-5-4-1-3;0.16920
3-2-4-1-5;0.19027
3-2-5-1-4;0.19027
4-2-3-1-5;0.19706
5-2-3-1-4;0.19706
4-2-5-1-3;0.18856
5-2-4-1-3;0.18856
3-4-2-1-5;0.17987
3-5-2-1-4;0.17987
4-3-2-1-5;0.19538
5-3-2-1-4;0.19538
4-5-2-1-3;0.16558
5-4-2-1-3;0.16558
3-4-5-1-2;0.16920
3-5-4-1-2;0.16920
4-3-5-1-2;0.17279
5-3-4-1-2;0.17279
4-5-3-1-2;0.15639
5-4-3-1-2;0.15639
2-3-4-5-1;0.17100
2-3-5-4-1;0.17100
2-4-3-5-1;0.17811
2-5-3-4-1;0.17811
2-4-5-3-1;0.16739
2-5-4-3-1;0.16739
3-2-4-5-1;0.17987
3-2-5-4-1;0.17987
4-2-3-5-1;0.19027
5-2-3-4-1;0.19027
4-2-5-3-1;0.18511
5-2-4-3-1;0.18511
3-4-2-5-1;0.17457
3-5-2-4-1;0.17457
4-3-2-5-1;0.18684
5-3-2-4-1;0.18684
4-5-2-3-1;0.16376
5-4-2-3-1;0.16376
3-4-5-2-1;0.17457
3-5-4-2-1;0.17457
4-3-5-2-1;0.17811
5-3-4-2-1;0.17811
4-5-3-2-1;0.16193
5-4-3-2-1;0.16193
