;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;105460009
1-2-3-5-4;105460009
1-2-4-3-5;105432998
1-2-5-3-4;105432998
1-2-4-5-3;105262301
1-2-5-4-3;105262301
1-3-2-4-5;105710121
1-3-2-5-4;105710121
1-4-2-3-5;105722281
1-5-2-3-4;105722281
1-4-2-5-3;105656908
1-5-2-4-3;105656908
1-3-4-2-5;105448052
1-3-5-2-4;105448052
1-4-3-2-5;105479584
1-5-3-2-4;105479584
1-4-5-2-3;105420917
1-5-4-2-3;105420917
1-3-4-5-2;105240668
1-3-5-4-2;105240668
1-4-3-5-2;105528288
1-5-3-4-2;105528288
1-4-5-3-2;105328240
1-5-4-3-2;105328240
2-1-3-4-5;105458598
2-1-3-5-4;105458598
2-1-4-3-5;105429467
2-1-5-3-4;105429467
2-1-4-5-3;105260113
2-1-5-4-3;105260113
3-1-2-4-5;105783397
3-1-2-5-4;105783397
4-1-2-3-5;105866813
5-1-2-3-4;105866813
4-1-2-5-3;105748066
5-1-2-4-3;105748066
3-1-4-2-5;105495616
3-1-5-2-4;105495616
4-1-3-2-5;105644858
5-1-3-2-4;105644858
4-1-5-2-3;105455932
5-1-4-2-3;105455932
3-1-4-5-2;105328654
3-1-5-4-2;105328654
4-1-3-5-2;105594085
5-1-3-4-2;105594085
4-1-5-3-2;105274563
5-1-4-3-2;105274563
2-3-1-4-5;105877567
2-3-1-5-4;105877567
2-4-1-3-5;105818831
2-5-1-3-4;105818831
2-4-1-5-3;105803715
2-5-1-4-3;105803715
3-2-1-4-5;105907721
3-2-1-5-4;105907721
4-2-1-3-5;105940078
5-2-1-3-4;105940078
4-2-1-5-3;105872427
5-2-1-4-3;105872427
3-4-1-2-5;105901188
3-5-1-2-4;105901188
4-3-1-2-5;105947350
5-3-1-2-4;105947350
4-5-1-2-3;105839190
5-4-1-2-3;105839190
3-4-1-5-2;105751821
3-5-1-4-2;105751821
4-3-1-5-2;105812166
5-3-1-4-2;105812166
4-5-1-3-2;105769237
5-4-1-3-2;105769237
2-3-4-1-5;105564476
2-3-5-1-4;105564476
2-4-3-1-5;105599395
2-5-3-1-4;105599395
2-4-5-1-3;105542162
2-5-4-1-3;105542162
3-2-4-1-5;105578018
3-2-5-1-4;105578018
4-2-3-1-5;105709321
5-2-3-1-4;105709321
4-2-5-1-3;105538265
5-2-4-1-3;105538265
3-4-2-1-5;105849615
3-5-2-1-4;105849615
4-3-2-1-5;105873906
5-3-2-1-4;105873906
4-5-2-1-3;105787764
5-4-2-1-3;105787764
3-4-5-1-2;105591186
3-5-4-1-2;105591186
4-3-5-1-2;105487418
5-3-4-1-2;105487418
4-5-3-1-2;105799361
5-4-3-1-2;105799361
2-3-4-5-1;105258524
2-3-5-4-1;105258524
2-4-3-5-1;105566289
2-5-3-4-1;105566289
2-4-5-3-1;105366160
2-5-4-3-1;105366160
3-2-4-5-1;105302590
3-2-5-4-1;105302590
4-2-3-5-1;105587842
5-2-3-4-1;105587842
4-2-5-3-1;105267097
5-2-4-3-1;105267097
3-4-2-5-1;105596389
3-5-2-4-1;105596389
4-3-2-5-1;105655135
5-3-2-4-1;105655135
4-5-2-3-1;105648051
5-4-2-3-1;105648051
3-4-5-2-1;105444651
3-5-4-2-1;105444651
4-3-5-2-1;105343646
5-3-4-2-1;105343646
4-5-3-2-1;105657144
5-4-3-2-1;105657144
