;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;1425
1-2-3-5-4;1425
1-2-4-3-5;1399
1-2-5-3-4;1399
1-2-4-5-3;1383
1-2-5-4-3;1383
1-3-2-4-5;1393
1-3-2-5-4;1393
1-4-2-3-5;1347
1-5-2-3-4;1347
1-4-2-5-3;1337
1-5-2-4-3;1337
1-3-4-2-5;1365
1-3-5-2-4;1365
1-4-3-2-5;1342
1-5-3-2-4;1342
1-4-5-2-3;1272
1-5-4-2-3;1272
1-3-4-5-2;1333
1-3-5-4-2;1333
1-4-3-5-2;1323
1-5-3-4-2;1323
1-4-5-3-2;1265
1-5-4-3-2;1265
2-1-3-4-5;1466
2-1-3-5-4;1466
2-1-4-3-5;1444
2-1-5-3-4;1444
2-1-4-5-3;1426
2-1-5-4-3;1426
3-1-2-4-5;1470
3-1-2-5-4;1470
4-1-2-3-5;1497
5-1-2-3-4;1497
4-1-2-5-3;1488
5-1-2-4-3;1488
3-1-4-2-5;1439
3-1-5-2-4;1439
4-1-3-2-5;1492
5-1-3-2-4;1492
4-1-5-2-3;1439
5-1-4-2-3;1439
3-1-4-5-2;1420
3-1-5-4-2;1420
4-1-3-5-2;1474
5-1-3-4-2;1474
4-1-5-3-2;1437
5-1-4-3-2;1437
2-3-1-4-5;1378
2-3-1-5-4;1378
2-4-1-3-5;1333
2-5-1-3-4;1333
2-4-1-5-3;1322
2-5-1-4-3;1322
3-2-1-4-5;1430
3-2-1-5-4;1430
4-2-1-3-5;1457
5-2-1-3-4;1457
4-2-1-5-3;1449
5-2-1-4-3;1449
3-4-1-2-5;1315
3-5-1-2-4;1315
4-3-1-2-5;1417
5-3-1-2-4;1417
4-5-1-2-3;1202
5-4-1-2-3;1202
3-4-1-5-2;1282
3-5-1-4-2;1282
4-3-1-5-2;1369
5-3-1-4-2;1369
4-5-1-3-2;1196
5-4-1-3-2;1196
2-3-4-1-5;1365
2-3-5-1-4;1365
2-4-3-1-5;1342
2-5-3-1-4;1342
2-4-5-1-3;1273
2-5-4-1-3;1273
3-2-4-1-5;1424
3-2-5-1-4;1424
4-2-3-1-5;1478
5-2-3-1-4;1478
4-2-5-1-3;1425
5-2-4-1-3;1425
3-4-2-1-5;1319
3-5-2-1-4;1319
4-3-2-1-5;1420
5-3-2-1-4;1420
4-5-2-1-3;1203
5-4-2-1-3;1203
3-4-5-1-2;1264
3-5-4-1-2;1264
4-3-5-1-2;1378
5-3-4-1-2;1378
4-5-3-1-2;1186
5-4-3-1-2;1186
2-3-4-5-1;1322
2-3-5-4-1;1322
2-4-3-5-1;1312
2-5-3-4-1;1312
2-4-5-3-1;1253
2-5-4-3-1;1253
3-2-4-5-1;1391
3-2-5-4-1;1391
4-2-3-5-1;1441
5-2-3-4-1;1441
4-2-5-3-1;1406
5-2-4-3-1;1406
3-4-2-5-1;1268
3-5-2-4-1;1268
4-3-2-5-1;1355
5-3-2-4-1;1355
4-5-2-3-1;1184
5-4-2-3-1;1184
3-4-5-2-1;1253
3-5-4-2-1;1253
4-3-5-2-1;1368
5-3-4-2-1;1368
4-5-3-2-1;1178
5-4-3-2-1;1178
