;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.10469
1-2-3-5-4;0.10469
1-2-4-3-5;0.10243
1-2-5-3-4;0.10243
1-2-4-5-3;0.10190
1-2-5-4-3;0.10190
1-3-2-4-5;0.10332
1-3-2-5-4;0.10332
1-4-2-3-5;0.10483
1-5-2-3-4;0.10483
1-4-2-5-3;0.10511
1-5-2-4-3;0.10511
1-3-4-2-5;0.10223
1-3-5-2-4;0.10223
1-4-3-2-5;0.10550
1-5-3-2-4;0.10550
1-4-5-2-3;0.10190
1-5-4-2-3;0.10190
1-3-4-5-2;0.10175
1-3-5-4-2;0.10175
1-4-3-5-2;0.10706
1-5-3-4-2;0.10706
1-4-5-3-2;0.10124
1-5-4-3-2;0.10124
2-1-3-4-5;0.10438
2-1-3-5-4;0.10438
2-1-4-3-5;0.10207
2-1-5-3-4;0.10207
2-1-4-5-3;0.10154
2-1-5-4-3;0.10154
3-1-2-4-5;0.10572
3-1-2-5-4;0.10572
4-1-2-3-5;0.10612
5-1-2-3-4;0.10612
4-1-2-5-3;0.10552
5-1-2-4-3;0.10552
3-1-4-2-5;0.10337
3-1-5-2-4;0.10337
4-1-3-2-5;0.10533
5-1-3-2-4;0.10533
4-1-5-2-3;0.10223
5-1-4-2-3;0.10223
3-1-4-5-2;0.10088
3-1-5-4-2;0.10088
4-1-3-5-2;0.10271
5-1-3-4-2;0.10271
4-1-5-3-2;0.10173
5-1-4-3-2;0.10173
2-3-1-4-5;0.10331
2-3-1-5-4;0.10331
2-4-1-3-5;0.10478
2-5-1-3-4;0.10478
2-4-1-5-3;0.10505
2-5-1-4-3;0.10505
3-2-1-4-5;0.10655
3-2-1-5-4;0.10655
4-2-1-3-5;0.10693
5-2-1-3-4;0.10693
4-2-1-5-3;0.10634
5-2-1-4-3;0.10634
3-4-1-2-5;0.10601
3-5-1-2-4;0.10601
4-3-1-2-5;0.10757
5-3-1-2-4;0.10757
4-5-1-2-3;0.10808
5-4-1-2-3;0.10808
3-4-1-5-2;0.10387
3-5-1-4-2;0.10387
4-3-1-5-2;0.10555
5-3-1-4-2;0.10555
4-5-1-3-2;0.10552
5-4-1-3-2;0.10552
2-3-4-1-5;0.10236
2-3-5-1-4;0.10236
2-4-3-1-5;0.10562
2-5-3-1-4;0.10562
2-4-5-1-3;0.10204
2-5-4-1-3;0.10204
3-2-4-1-5;0.10389
3-2-5-1-4;0.10389
4-2-3-1-5;0.10582
5-2-3-1-4;0.10582
4-2-5-1-3;0.10275
5-2-4-1-3;0.10275
3-4-2-1-5;0.10488
3-5-2-1-4;0.10488
4-3-2-1-5;0.10646
5-3-2-1-4;0.10646
4-5-2-1-3;0.10695
5-4-2-1-3;0.10695
3-4-5-1-2;0.10043
3-5-4-1-2;0.10043
4-3-5-1-2;0.10276
5-3-4-1-2;0.10276
4-5-3-1-2;0.10426
5-4-3-1-2;0.10426
2-3-4-5-1;0.10067
2-3-5-4-1;0.10067
2-4-3-5-1;0.10604
2-5-3-4-1;0.10604
2-4-5-3-1;0.10016
2-5-4-3-1;0.10016
3-2-4-5-1;0.10165
3-2-5-4-1;0.10165
4-2-3-5-1;0.10343
5-2-3-4-1;0.10343
4-2-5-3-1;0.10248
5-2-4-3-1;0.10248
3-4-2-5-1;0.10507
3-5-2-4-1;0.10507
4-3-2-5-1;0.10679
5-3-2-4-1;0.10679
4-5-2-3-1;0.10678
5-4-2-3-1;0.10678
3-4-5-2-1;0.10111
3-5-4-2-1;0.10111
4-3-5-2-1;0.10341
5-3-4-2-1;0.10341
4-5-3-2-1;0.10490
5-4-3-2-1;0.10490
