;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.67421
1-2-3-5-4;0.67421
1-2-4-3-5;0.67235
1-2-5-3-4;0.67235
1-2-4-5-3;0.67179
1-2-5-4-3;0.67179
1-3-2-4-5;0.67651
1-3-2-5-4;0.67651
1-4-2-3-5;0.67928
1-5-2-3-4;0.67928
1-4-2-5-3;0.67737
1-5-2-4-3;0.67737
1-3-4-2-5;0.67394
1-3-5-2-4;0.67394
1-4-3-2-5;0.67717
1-5-3-2-4;0.67717
1-4-5-2-3;0.67601
1-5-4-2-3;0.67601
1-3-4-5-2;0.67314
1-3-5-4-2;0.67314
1-4-3-5-2;0.67657
1-5-3-4-2;0.67657
1-4-5-3-2;0.67667
1-5-4-3-2;0.67667
2-1-3-4-5;0.67184
2-1-3-5-4;0.67184
2-1-4-3-5;0.66966
2-1-5-3-4;0.66966
2-1-4-5-3;0.66932
2-1-5-4-3;0.66932
3-1-2-4-5;0.67304
3-1-2-5-4;0.67304
4-1-2-3-5;0.67247
5-1-2-3-4;0.67247
4-1-2-5-3;0.67158
5-1-2-4-3;0.67158
3-1-4-2-5;0.66976
3-1-5-2-4;0.66976
4-1-3-2-5;0.67082
5-1-3-2-4;0.67082
4-1-5-2-3;0.67119
5-1-4-2-3;0.67119
3-1-4-5-2;0.66995
3-1-5-4-2;0.66995
4-1-3-5-2;0.67081
5-1-3-4-2;0.67081
4-1-5-3-2;0.67067
5-1-4-3-2;0.67067
2-3-1-4-5;0.67819
2-3-1-5-4;0.67819
2-4-1-3-5;0.68065
2-5-1-3-4;0.68065
2-4-1-5-3;0.67891
2-5-1-4-3;0.67891
3-2-1-4-5;0.67473
3-2-1-5-4;0.67473
4-2-1-3-5;0.67417
5-2-1-3-4;0.67417
4-2-1-5-3;0.67315
5-2-1-4-3;0.67315
3-4-1-2-5;0.68006
3-5-1-2-4;0.68006
4-3-1-2-5;0.67543
5-3-1-2-4;0.67543
4-5-1-2-3;0.68135
5-4-1-2-3;0.68135
3-4-1-5-2;0.68119
3-5-1-4-2;0.68119
4-3-1-5-2;0.67660
5-3-1-4-2;0.67660
4-5-1-3-2;0.68194
5-4-1-3-2;0.68194
2-3-4-1-5;0.67238
2-3-5-1-4;0.67238
2-4-3-1-5;0.67578
2-5-3-1-4;0.67578
2-4-5-1-3;0.67444
2-5-4-1-3;0.67444
3-2-4-1-5;0.66996
3-2-5-1-4;0.66996
4-2-3-1-5;0.67092
5-2-3-1-4;0.67092
4-2-5-1-3;0.67135
5-2-4-1-3;0.67135
3-4-2-1-5;0.67742
3-5-2-1-4;0.67742
4-3-2-1-5;0.67285
5-3-2-1-4;0.67285
4-5-2-1-3;0.67897
5-4-2-1-3;0.67897
3-4-5-1-2;0.67525
3-5-4-1-2;0.67525
4-3-5-1-2;0.67320
5-3-4-1-2;0.67320
4-5-3-1-2;0.68021
5-4-3-1-2;0.68021
2-3-4-5-1;0.67425
2-3-5-4-1;0.67425
2-4-3-5-1;0.67777
2-5-3-4-1;0.67777
2-4-5-3-1;0.67776
2-5-4-3-1;0.67776
3-2-4-5-1;0.67176
3-2-5-4-1;0.67176
4-2-3-5-1;0.67292
5-2-3-4-1;0.67292
4-2-5-3-1;0.67260
5-2-4-3-1;0.67260
3-4-2-5-1;0.68106
3-5-2-4-1;0.68106
4-3-2-5-1;0.67652
5-3-2-4-1;0.67652
4-5-2-3-1;0.68129
5-4-2-3-1;0.68129
3-4-5-2-1;0.67657
3-5-4-2-1;0.67657
4-3-5-2-1;0.67445
5-3-4-2-1;0.67445
4-5-3-2-1;0.68150
5-4-3-2-1;0.68150
