;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;7054830
1-2-3-5-4;7054830
1-2-4-3-5;7050909
1-2-5-3-4;7050909
1-2-4-5-3;7051923
1-2-5-4-3;7051923
1-3-2-4-5;7099217
1-3-2-5-4;7099217
1-4-2-3-5;7088317
1-5-2-3-4;7088317
1-4-2-5-3;7083822
1-5-2-4-3;7083822
1-3-4-2-5;7043322
1-3-5-2-4;7043322
1-4-3-2-5;7063634
1-5-3-2-4;7063634
1-4-5-2-3;7033460
1-5-4-2-3;7033460
1-3-4-5-2;7042554
1-3-5-4-2;7042554
1-4-3-5-2;7071545
1-5-3-4-2;7071545
1-4-5-3-2;7048608
1-5-4-3-2;7048608
2-1-3-4-5;7057623
2-1-3-5-4;7057623
2-1-4-3-5;7053456
2-1-5-3-4;7053456
2-1-4-5-3;7036625
2-1-5-4-3;7036625
3-1-2-4-5;7124475
3-1-2-5-4;7124475
4-1-2-3-5;7127611
5-1-2-3-4;7127611
4-1-2-5-3;7121305
5-1-2-4-3;7121305
3-1-4-2-5;7056478
3-1-5-2-4;7056478
4-1-3-2-5;7094905
5-1-3-2-4;7094905
4-1-5-2-3;7057913
5-1-4-2-3;7057913
3-1-4-5-2;7053815
3-1-5-4-2;7053815
4-1-3-5-2;7081333
5-1-3-4-2;7081333
4-1-5-3-2;7040659
5-1-4-3-2;7040659
2-3-1-4-5;7118514
2-3-1-5-4;7118514
2-4-1-3-5;7103555
2-5-1-3-4;7103555
2-4-1-5-3;7102455
2-5-1-4-3;7102455
3-2-1-4-5;7131695
3-2-1-5-4;7131695
4-2-1-3-5;7131960
5-2-1-3-4;7131960
4-2-1-5-3;7128648
5-2-1-4-3;7128648
3-4-1-2-5;7103669
3-5-1-2-4;7103669
4-3-1-2-5;7132890
5-3-1-2-4;7132890
4-5-1-2-3;7116769
5-4-1-2-3;7116769
3-4-1-5-2;7121229
3-5-1-4-2;7121229
4-3-1-5-2;7129231
5-3-1-4-2;7129231
4-5-1-3-2;7121044
5-4-1-3-2;7121044
2-3-4-1-5;7039782
2-3-5-1-4;7039782
2-4-3-1-5;7066660
2-5-3-1-4;7066660
2-4-5-1-3;7034620
2-5-4-1-3;7034620
3-2-4-1-5;7048015
3-2-5-1-4;7048015
4-2-3-1-5;7085602
5-2-3-1-4;7085602
4-2-5-1-3;7049302
5-2-4-1-3;7049302
3-4-2-1-5;7091217
3-5-2-1-4;7091217
4-3-2-1-5;7117528
5-3-2-1-4;7117528
4-5-2-1-3;7104358
5-4-2-1-3;7104358
3-4-5-1-2;7058176
3-5-4-1-2;7058176
4-3-5-1-2;7047618
5-3-4-1-2;7047618
4-5-3-1-2;7084748
5-4-3-1-2;7084748
2-3-4-5-1;7084378
2-3-5-4-1;7084378
2-4-3-5-1;7128573
2-5-3-4-1;7128573
2-4-5-3-1;7105574
2-5-4-3-1;7105574
3-2-4-5-1;7104801
3-2-5-4-1;7104801
4-2-3-5-1;7133296
5-2-3-4-1;7133296
4-2-5-3-1;7092134
5-2-4-3-1;7092134
3-4-2-5-1;7165854
3-5-2-4-1;7165854
4-3-2-5-1;7174043
5-3-2-4-1;7174043
4-5-2-3-1;7165602
5-4-2-3-1;7165602
3-4-5-2-1;7115147
3-5-4-2-1;7115147
4-3-5-2-1;7104750
5-3-4-2-1;7104750
4-5-3-2-1;7152270
5-4-3-2-1;7152270
