;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.16739
1-2-3-5-4;0.16739
1-2-4-3-5;0.17778
1-2-5-3-4;0.17778
1-2-4-5-3;0.15802
1-2-5-4-3;0.15802
1-3-2-4-5;0.16957
1-3-2-5-4;0.16957
1-4-2-3-5;0.18095
1-5-2-3-4;0.18095
1-4-2-5-3;0.18095
1-5-2-4-3;0.18095
1-3-4-2-5;0.17681
1-3-5-2-4;0.17681
1-4-3-2-5;0.19149
1-5-3-2-4;0.19149
1-4-5-2-3;0.19149
1-5-4-2-3;0.19149
1-3-4-5-2;0.17188
1-3-5-4-2;0.17188
1-4-3-5-2;0.17188
1-5-3-4-2;0.17188
1-4-5-3-2;0.17073
1-5-4-3-2;0.17073
2-1-3-4-5;0.16522
2-1-3-5-4;0.16522
2-1-4-3-5;0.17500
2-1-5-3-4;0.17500
2-1-4-5-3;0.15566
2-1-5-4-3;0.15566
3-1-2-4-5;0.16522
3-1-2-5-4;0.16522
4-1-2-3-5;0.16522
5-1-2-3-4;0.16522
4-1-2-5-3;0.16522
5-1-2-4-3;0.16522
3-1-4-2-5;0.17500
3-1-5-2-4;0.17500
4-1-3-2-5;0.17500
5-1-3-2-4;0.17500
4-1-5-2-3;0.17500
5-1-4-2-3;0.17500
3-1-4-5-2;0.15566
3-1-5-4-2;0.15566
4-1-3-5-2;0.15566
5-1-3-4-2;0.15566
4-1-5-3-2;0.15566
5-1-4-3-2;0.15566
2-3-1-4-5;0.16972
2-3-1-5-4;0.16972
2-4-1-3-5;0.18182
2-5-1-3-4;0.18182
2-4-1-5-3;0.18182
2-5-1-4-3;0.18182
3-2-1-4-5;0.17431
3-2-1-5-4;0.17431
4-2-1-3-5;0.17431
5-2-1-3-4;0.17431
4-2-1-5-3;0.17431
5-2-1-4-3;0.17431
3-4-1-2-5;0.18182
3-5-1-2-4;0.18182
4-3-1-2-5;0.17431
5-3-1-2-4;0.17431
4-5-1-2-3;0.19293
5-4-1-2-3;0.19293
3-4-1-5-2;0.18182
3-5-1-4-2;0.18182
4-3-1-5-2;0.17202
5-3-1-4-2;0.17202
4-5-1-3-2;0.19293
5-4-1-3-2;0.19293
2-3-4-1-5;0.17391
2-3-5-1-4;0.17391
2-4-3-1-5;0.18845
2-5-3-1-4;0.18845
2-4-5-1-3;0.18845
2-5-4-1-3;0.18845
3-2-4-1-5;0.18056
3-2-5-1-4;0.18056
4-2-3-1-5;0.18056
5-2-3-1-4;0.18056
4-2-5-1-3;0.18056
5-2-4-1-3;0.18056
3-4-2-1-5;0.19375
3-5-2-1-4;0.19375
4-3-2-1-5;0.18333
5-3-2-1-4;0.18333
4-5-2-1-3;0.20890
5-4-2-1-3;0.20890
3-4-5-1-2;0.18845
3-5-4-1-2;0.18845
4-3-5-1-2;0.17708
5-3-4-1-2;0.17708
4-5-3-1-2;0.22531
5-4-3-1-2;0.22531
2-3-4-5-1;0.16927
2-3-5-4-1;0.16927
2-4-3-5-1;0.16927
2-5-3-4-1;0.16927
2-4-5-3-1;0.16802
2-5-4-3-1;0.16802
3-2-4-5-1;0.16038
3-2-5-4-1;0.16038
4-2-3-5-1;0.16038
5-2-3-4-1;0.16038
4-2-5-3-1;0.16038
5-2-4-3-1;0.16038
3-4-2-5-1;0.18878
3-5-2-4-1;0.18878
4-3-2-5-1;0.17824
5-3-2-4-1;0.17824
4-5-2-3-1;0.20055
5-4-2-3-1;0.20055
3-4-5-2-1;0.16802
3-5-4-2-1;0.16802
4-3-5-2-1;0.16038
5-3-4-2-1;0.16038
4-5-3-2-1;0.20055
5-4-3-2-1;0.20055
