hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;detectors_htc_r101_20e_coco;cascade_mask_rcnn_X-101-64x4d-FPN;cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);tp%;tp_s%;tp_m%;tp_l%;fp%;fp_s%;fp_m%;fp_l%;tn%;tn_s%;tn_m%;tn_l%;fn%;fn_s%;fn_m%;fn_l%;oa_full;oa_correct;p_full;p_correct;r_full;r_correct;f1_full;f1_correct;iou_full;iou_correct;cg%;cg_s%;cg_m%;cg_l%;ng%;ng_s%;ng_m%;ng_l%;tcg%;tcg_s%;tcg_m%;tcg_l%;tng%;tng_s%;tng_m%;tng_l%;tig%;tig_s%;tig_m%;tig_l%;ugr11%;ugr11_s%;ugr11_m%;ugr11_l%;ugr31%;ugr31_s%;ugr31_m%;ugr31_l%;ugr13%;ugr13_s%;ugr13_m%;ugr13_l%
1;0;0;0;0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0;1;0;0;0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0;0;1;0;0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0;0;0;1;0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0;0;0;0;1;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
1;2;0;0;0;0.44470;nan;nan;0.44470;0.06011;nan;nan;0.06011;0.41833;nan;nan;0.41833;0.07686;nan;nan;0.07686;0.47039;0.86303;0.48071;0.88195;0.46512;0.85336;0.46968;0.86171;0.41606;0.76334;0.58989;0.00000;0.00000;0.59427;0.41011;1.00000;1.00000;0.40573;0.54505;0.00000;0.00000;0.54878;0.37893;1.00000;1.00000;0.37468;0.07602;0.00000;0.00000;0.07654;0.83470;inf;inf;0.82221;2.22514;inf;inf;2.18769;1.11365;inf;inf;1.10116
1;0;2;0;0;0.43243;nan;nan;0.43243;0.05086;nan;nan;0.05086;0.42329;nan;nan;0.42329;0.09343;nan;nan;0.09343;0.45871;0.85572;0.48032;0.89603;0.44140;0.82341;0.45678;0.85210;0.40144;0.74887;0.60970;0.00000;0.00000;0.61422;0.39030;1.00000;1.00000;0.38578;0.53606;0.00000;0.00000;0.53955;0.34316;1.00000;1.00000;0.33888;0.12079;0.00000;0.00000;0.12157;0.86547;inf;inf;0.85339;2.14577;inf;inf;2.10954;1.31612;inf;inf;1.30404
1;0;0;2;0;0.44640;nan;nan;0.44640;0.06265;nan;nan;0.06265;0.41563;nan;nan;0.41563;0.07532;nan;nan;0.07532;0.44805;0.86203;0.45658;0.87844;0.44507;0.85630;0.44785;0.86164;0.39662;0.76307;0.55764;0.00000;0.00000;0.56178;0.44236;1.00000;1.00000;0.43822;0.51976;0.00000;0.00000;0.52336;0.41231;1.00000;1.00000;0.40825;0.06793;0.00000;0.00000;0.06840;0.92395;inf;inf;0.91075;2.51047;inf;inf;2.47086;1.18534;inf;inf;1.17213
1;0;0;0;2;0.44443;nan;nan;0.44443;0.06312;nan;nan;0.06312;0.41438;nan;nan;0.41438;0.07807;nan;nan;0.07807;0.46841;0.85881;0.47846;0.87725;0.46442;0.85151;0.46818;0.85839;0.41357;0.75826;0.59319;0.00000;0.00000;0.59760;0.40681;1.00000;1.00000;0.40240;0.54541;0.00000;0.00000;0.54913;0.37404;1.00000;1.00000;0.36977;0.08055;0.00000;0.00000;0.08110;0.83348;inf;inf;0.82106;2.20505;inf;inf;2.16781;1.12885;inf;inf;1.11644
0;1;2;0;0;0.44451;nan;nan;0.44451;0.06018;nan;nan;0.06018;0.41849;nan;nan;0.41849;0.07681;nan;nan;0.07681;0.47110;0.86301;0.48135;0.88179;0.46585;0.85339;0.47037;0.86167;0.41665;0.76326;0.59066;0.00000;0.00000;0.59504;0.40934;1.00000;1.00000;0.40496;0.54588;0.00000;0.00000;0.54962;0.37831;1.00000;1.00000;0.37405;0.07580;0.00000;0.00000;0.07632;0.83190;inf;inf;0.81943;2.21797;inf;inf;2.18057;1.10963;inf;inf;1.09716
