hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;detectors_htc_r101_20e_coco;cascade_mask_rcnn_X-101-64x4d-FPN;cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);tp%;tp_s%;tp_m%;tp_l%;fp%;fp_s%;fp_m%;fp_l%;tn%;tn_s%;tn_m%;tn_l%;fn%;fn_s%;fn_m%;fn_l%;oa_full;oa_correct;p_full;p_correct;r_full;r_correct;f1_full;f1_correct;iou_full;iou_correct;cg%;cg_s%;cg_m%;cg_l%;ng%;ng_s%;ng_m%;ng_l%;tcg%;tcg_s%;tcg_m%;tcg_l%;tng%;tng_s%;tng_m%;tng_l%;tig%;tig_s%;tig_m%;tig_l%;ugr11%;ugr11_s%;ugr11_m%;ugr11_l%;ugr31%;ugr31_s%;ugr31_m%;ugr31_l%;ugr13%;ugr13_s%;ugr13_m%;ugr13_l%
0;1;0;2;0;0.42443;nan;nan;0.42443;0.03890;nan;nan;0.03890;0.43124;nan;nan;0.43124;0.10544;nan;nan;0.10544;0.38468;0.85567;0.41228;0.91706;0.36005;0.80090;0.38188;0.84945;0.33480;0.74471;0.55003;0.00000;0.00000;0.55411;0.44997;1.00000;1.00000;0.44589;0.44956;0.00000;0.00000;0.51388;0.36779;0.01712;1.00000;0.41352;0.18265;0.98288;0.00000;0.07260;1.22438;inf;inf;0.94598;2.86057;inf;inf;2.55540;2.03693;inf;inf;1.22853
0;1;0;0;2;0.42303;nan;nan;0.42303;0.03866;nan;nan;0.03866;0.42964;nan;nan;0.42964;0.10867;nan;nan;0.10867;0.39644;0.85267;0.42653;0.91739;0.36998;0.79576;0.39359;0.84654;0.34421;0.74033;0.57923;0.00000;0.00000;0.58353;0.42077;1.00000;1.00000;0.41647;0.46494;0.00000;0.00000;0.52948;0.33775;0.01727;1.00000;0.37790;0.19731;0.98273;0.00000;0.09262;1.15081;inf;inf;0.88865;2.60368;inf;inf;2.31609;1.99956;inf;inf;1.23849
0;0;1;2;0;0.42528;nan;nan;0.42528;0.04028;nan;nan;0.04028;0.43008;nan;nan;0.43008;0.10436;nan;nan;0.10436;0.39236;0.85536;0.41944;0.91438;0.36837;0.80304;0.38966;0.84947;0.34164;0.74479;0.55155;0.00000;0.00000;0.55564;0.44845;1.00000;1.00000;0.44436;0.45871;0.00000;0.00000;0.51469;0.37297;0.02016;1.00000;0.41161;0.16832;0.97984;0.00000;0.07370;1.18002;inf;inf;0.94291;2.80617;inf;inf;2.54236;1.91390;inf;inf;1.22928
0;0;1;0;2;0.42332;nan;nan;0.42332;0.04038;nan;nan;0.04038;0.42905;nan;nan;0.42905;0.10725;nan;nan;0.10725;0.40669;0.85237;0.43598;0.91375;0.38084;0.79818;0.40377;0.84626;0.35307;0.73999;0.58278;0.00000;0.00000;0.58711;0.41722;1.00000;1.00000;0.41289;0.47713;0.00000;0.00000;0.53422;0.34158;0.02020;1.00000;0.37570;0.18129;0.97980;0.00000;0.09008;1.09586;inf;inf;0.87190;2.52767;inf;inf;2.27843;1.85577;inf;inf;1.20915
0;0;0;1;2;0.42745;nan;nan;0.42745;0.04473;nan;nan;0.04473;0.42655;nan;nan;0.42655;0.10127;nan;nan;0.10127;0.39342;0.85400;0.41763;0.90655;0.37241;0.80840;0.39115;0.84907;0.34275;0.74401;0.55637;0.00000;0.00000;0.56050;0.44363;1.00000;1.00000;0.43950;0.46068;0.00000;0.00000;0.51480;0.36733;0.02079;1.00000;0.40367;0.17199;0.97921;0.00000;0.08153;1.17070;inf;inf;0.94249;2.76540;inf;inf;2.51073;1.91739;inf;inf;1.25924
1;2;3;0;0;0.42252;nan;nan;0.42252;0.03980;nan;nan;0.03980;0.42922;nan;nan;0.42922;0.10846;nan;nan;0.10846;0.44875;0.85175;0.48219;0.91523;0.41962;0.79647;0.44553;0.84565;0.38947;0.73924;0.60284;0.00000;0.00000;0.60732;0.39716;1.00000;1.00000;0.39268;0.52685;0.00000;0.00000;0.53027;0.34709;1.00000;1.00000;0.34286;0.12605;0.00000;0.00000;0.12687;0.89806;inf;inf;0.88585;2.21567;inf;inf;2.17902;1.37658;inf;inf;1.36436
1;2;0;3;0;0.41627;nan;nan;0.41627;0.03555;nan;nan;0.03555;0.43307;nan;nan;0.43307;0.11511;nan;nan;0.11511;0.44284;0.84933;0.48089;0.92231;0.40843;0.78334;0.43862;0.84125;0.38202;0.73268;0.58786;0.00000;0.00000;0.59222;0.41214;1.00000;1.00000;0.40778;0.52140;0.00000;0.00000;0.52482;0.36554;1.00000;1.00000;0.36137;0.11306;0.00000;0.00000;0.11381;0.91793;inf;inf;0.90540;2.32009;inf;inf;2.28251;1.35162;inf;inf;1.33909
1;2;0;0;3;0.41644;nan;nan;0.41644;0.03519;nan;nan;0.03519;0.43124;nan;nan;0.43124;0.11713;nan;nan;0.11713;0.44411;0.84768;0.48376;0.92338;0.40907;0.78082;0.44016;0.84016;0.38296;0.73097;0.59827;0.00000;0.00000;0.60271;0.40173;1.00000;1.00000;0.39729;0.52390;0.00000;0.00000;0.52731;0.35179;1.00000;1.00000;0.34758;0.12431;0.00000;0.00000;0.12511;0.90874;inf;inf;0.89643;2.25170;inf;inf;2.21477;1.38328;inf;inf;1.37097
1;0;2;3;0;0.42351;nan;nan;0.42351;0.04281;nan;nan;0.04281;0.42701;nan;nan;0.42701;0.10667;nan;nan;0.10667;0.45012;0.85052;0.48139;0.90960;0.42303;0.79933;0.44714;0.84490;0.39058;0.73802;0.60462;0.00000;0.00000;0.60911;0.39538;1.00000;1.00000;0.39089;0.52923;0.00000;0.00000;0.53266;0.34608;1.00000;1.00000;0.34183;0.12469;0.00000;0.00000;0.12550;0.88954;inf;inf;0.87736;2.19740;inf;inf;2.16086;1.36077;inf;inf;1.34859
1;0;2;0;3;0.42264;nan;nan;0.42264;0.04128;nan;nan;0.04128;0.42804;nan;nan;0.42804;0.10804;nan;nan;0.10804;0.44683;0.85068;0.47909;0.91208;0.41855;0.79684;0.44366;0.84463;0.38742;0.73757;0.60183;0.00000;0.00000;0.60629;0.39817;1.00000;1.00000;0.39371;0.52527;0.00000;0.00000;0.52866;0.34752;1.00000;1.00000;0.34330;0.12722;0.00000;0.00000;0.12804;0.90380;inf;inf;0.89156;2.22700;inf;inf;2.19030;1.38819;inf;inf;1.37595
1;0;0;2;3;0.41903;nan;nan;0.41903;0.03745;nan;nan;0.03745;0.43018;nan;nan;0.43018;0.11334;nan;nan;0.11334;0.44322;0.84921;0.47965;0.91902;0.41085;0.78720;0.43954;0.84217;0.38304;0.73390;0.58659;0.00000;0.00000;0.59094;0.41341;1.00000;1.00000;0.40906;0.52192;0.00000;0.00000;0.52536;0.36783;1.00000;1.00000;0.36366;0.11026;0.00000;0.00000;0.11098;0.91602;inf;inf;0.90346;2.32554;inf;inf;2.28788;1.33853;inf;inf;1.32597
0;1;2;3;0;0.41608;nan;nan;0.41608;0.03532;nan;nan;0.03532;0.43334;nan;nan;0.43334;0.11526;nan;nan;0.11526;0.44386;0.84942;0.48219;0.92277;0.40912;0.78294;0.43958;0.84122;0.38283;0.73263;0.58862;0.00000;0.00000;0.59299;0.41138;1.00000;1.00000;0.40701;0.52254;0.00000;0.00000;0.52598;0.36519;1.00000;1.00000;0.36102;0.11226;0.00000;0.00000;0.11300;0.91372;inf;inf;0.90121;2.31148;inf;inf;2.27394;1.34340;inf;inf;1.33089
0;1;2;0;3;0.41654;nan;nan;0.41654;0.03511;nan;nan;0.03511;0.43130;nan;nan;0.43130;0.11705;nan;nan;0.11705;0.44332;0.84784;0.48292;0.92355;0.40833;0.78091;0.43941;0.84035;0.38235;0.73122;0.59751;0.00000;0.00000;0.60194;0.40249;1.00000;1.00000;0.39806;0.52289;0.00000;0.00000;0.52628;0.35222;1.00000;1.00000;0.34802;0.12489;0.00000;0.00000;0.12570;0.91245;inf;inf;0.90013;2.25967;inf;inf;2.22269;1.39014;inf;inf;1.37782
0;1;0;2;3;0.41795;nan;nan;0.41795;0.03659;nan;nan;0.03659;0.43116;nan;nan;0.43116;0.11429;nan;nan;0.11429;0.44006;0.84912;0.47721;0.92081;0.40681;0.78496;0.43623;0.84174;0.37998;0.73319;0.58761;0.00000;0.00000;0.59197;0.41239;1.00000;1.00000;0.40803;0.51825;0.00000;0.00000;0.52164;0.36372;1.00000;1.00000;0.35956;0.11803;0.00000;0.00000;0.11880;0.92956;inf;inf;0.91703;2.33319;inf;inf;2.29559;1.38505;inf;inf;1.37252
0;0;1;2;3;0.41903;nan;nan;0.41903;0.03745;nan;nan;0.03745;0.43018;nan;nan;0.43018;0.11334;nan;nan;0.11334;0.44322;0.84921;0.47965;0.91902;0.41085;0.78720;0.43954;0.84217;0.38304;0.73390;0.58659;0.00000;0.00000;0.59094;0.41341;1.00000;1.00000;0.40906;0.52192;0.00000;0.00000;0.52536;0.36783;1.00000;1.00000;0.36366;0.11026;0.00000;0.00000;0.11098;0.91602;inf;inf;0.90346;2.32554;inf;inf;2.28788;1.33853;inf;inf;1.32597
1;2;3;4;0;0.42705;nan;nan;0.42705;0.04497;nan;nan;0.04497;0.42737;nan;nan;0.42737;0.10061;nan;nan;0.10061;0.45574;0.85442;0.48313;0.90576;0.43191;0.80975;0.45287;0.84903;0.39699;0.74428;0.61453;0.00000;0.00000;0.61908;0.38547;1.00000;1.00000;0.38092;0.53339;0.00000;0.00000;0.53682;0.33458;1.00000;1.00000;0.33030;0.13203;0.00000;0.00000;0.13287;0.87479;inf;inf;0.86281;2.12934;inf;inf;2.09339;1.36983;inf;inf;1.35785
1;2;3;0;4;0.42752;nan;nan;0.42752;0.04526;nan;nan;0.04526;0.42614;nan;nan;0.42614;0.10108;nan;nan;0.10108;0.45886;0.85366;0.48672;0.90549;0.43504;0.80935;0.45617;0.84865;0.39974;0.74369;0.62214;0.00000;0.00000;0.62676;0.37786;1.00000;1.00000;0.37324;0.53752;0.00000;0.00000;0.54096;0.32646;1.00000;1.00000;0.32215;0.13602;0.00000;0.00000;0.13690;0.86041;inf;inf;0.84857;2.07510;inf;inf;2.03959;1.36653;inf;inf;1.35469
1;2;0;3;4;0.42682;nan;nan;0.42682;0.04368;nan;nan;0.04368;0.42709;nan;nan;0.42709;0.10241;nan;nan;0.10241;0.45681;0.85391;0.48596;0.90842;0.43152;0.80665;0.45394;0.84855;0.39778;0.74357;0.61402;0.00000;0.00000;0.61857;0.38598;1.00000;1.00000;0.38143;0.53496;0.00000;0.00000;0.53841;0.33628;1.00000;1.00000;0.33200;0.12876;0.00000;0.00000;0.12959;0.86931;inf;inf;0.85732;2.12655;inf;inf;2.09057;1.35070;inf;inf;1.33871
1;0;2;3;4;0.42654;nan;nan;0.42654;0.04514;nan;nan;0.04514;0.42596;nan;nan;0.42596;0.10236;nan;nan;0.10236;0.45210;0.85250;0.48020;0.90548;0.42805;0.80715;0.44942;0.84743;0.39343;0.74186;0.61275;0.00000;0.00000;0.61729;0.38725;1.00000;1.00000;0.38271;0.53033;0.00000;0.00000;0.53373;0.33516;1.00000;1.00000;0.33090;0.13451;0.00000;0.00000;0.13537;0.88562;inf;inf;0.87360;2.14961;inf;inf;2.11355;1.39287;inf;inf;1.38085
0;1;2;3;4;0.42717;nan;nan;0.42717;0.04357;nan;nan;0.04357;0.42718;nan;nan;0.42718;0.10208;nan;nan;0.10208;0.45453;0.85435;0.48348;0.90875;0.42952;0.80733;0.45175;0.84913;0.39602;0.74436;0.61173;0.00000;0.00000;0.61627;0.38827;1.00000;1.00000;0.38373;0.53202;0.00000;0.00000;0.53545;0.33768;1.00000;1.00000;0.33341;0.13030;0.00000;0.00000;0.13114;0.87962;inf;inf;0.86758;2.14902;inf;inf;2.11291;1.36945;inf;inf;1.35741
1;2;3;4;5;0.42420;nan;nan;0.42420;0.04161;nan;nan;0.04161;0.42877;nan;nan;0.42877;0.10542;nan;nan;0.10542;0.45778;0.85297;0.48931;0.91172;0.43008;0.80137;0.45461;0.84706;0.39785;0.74131;0.60183;0.00000;0.00000;0.60629;0.39817;1.00000;1.00000;0.39371;0.53668;0.00000;0.00000;0.54023;0.35507;1.00000;1.00000;0.35081;0.10824;0.00000;0.00000;0.10896;0.86329;inf;inf;0.85105;2.18650;inf;inf;2.14979;1.26667;inf;inf;1.25443
